episode_no,file,title,status,sentence_index,episode_tickers,sentence_tickers,actions,instruments,contract_counts,strikes_or_spreads,prices_and_returns,evidence
69,sV3qSkqh878_英伟达财报策略.md,英伟达财报策略,usable,18,NVDA,NVDA,buy,"call, stock",,,,那麼對於很多粉絲在群裡問我為什麼不買call，我的解釋是買call做NVIDIA是自殺行為，因為做市商殺期權會導致股價下跌，而伴隨著IV crash會讓你虧得褲衩都不剩。
69,sV3qSkqh878_英伟达财报策略.md,英伟达财报策略,usable,19,NVDA,,buy,,,,,我吃過買期權賭財報的虧，所以這是我以身試法之後所總結出來的經驗教訓，我希望你們能聽得進去。
70,u_O0PPT-KxQ_2026_软件股完犊子.md,O0PPT-KxQ_2026_软件股完犊子,usable,17,"NVDA, META",,buy,,,,18倍,18倍的市盈率创纪录的便宜，但便宜从来不是买入的理由，尤其是当增长前景变得模糊不清的时候。
71,uk-8FRHJVDc_Why I all in ASTS.md,Why I all in ASTS,usable,18,"NVDA, BTC, ASTS",,,put,,,,"First, Bezos's Blue Origin put AST satellite into the wrong orbit, causing the stock price to plummet."
71,uk-8FRHJVDc_Why I all in ASTS.md,Why I all in ASTS,usable,19,"NVDA, BTC, ASTS",,sell,stock,,,,"Then, the largest shareholder, Rakuten from Japan, went on a selling spree, dumping shares onto the market at any cost just to solve its own financial crisis."
71,uk-8FRHJVDc_Why I all in ASTS.md,Why I all in ASTS,usable,20,"NVDA, BTC, ASTS",,"sell, short",stock,,,20.74%,"On top of that, there are 48 million shares sold short with a short interest of 20.74%."
71,uk-8FRHJVDc_Why I all in ASTS.md,Why I all in ASTS,usable,21,"NVDA, BTC, ASTS",,short,stock,,,,"That means out of every 100 shares, 21 are being shorted, pushing short positions to an all-time high."
71,uk-8FRHJVDc_Why I all in ASTS.md,Why I all in ASTS,usable,28,"NVDA, BTC, ASTS",,sell,stock,,,,"Looking at the news, I observe that the biggest whale, Loda, has finished unloading all their shares, a total of 15 million sold."
72,vc5p2Rivvqk_如何度过低谷期.md,如何度过低谷期,usable,9,,,short,,,,,很多人記得他的高光是1929年做空市場封神一樣的時刻，但很少有人記得他也曾幾次破產，獨自坐在紐約公園的長椅上，沒有電報機，沒有隨從，只有一份報紙。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,17,"NVDA, META, TSLA, ORCL, LNG/Oil",,,stock,,,,想問一下寶哥，做過很多年正股交易的投資者應該如何上手期權？
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,20,"NVDA, META, TSLA, ORCL, LNG/Oil",,,,,,,那麼首先第一步，你要知道期權最基礎的知識，你可以在我的主頁找到這個初階期權策略的影片，能帶你迅速瞭解期權最基礎的四種策略。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,21,"NVDA, META, TSLA, ORCL, LNG/Oil",,,stock,,,,對於期權更高階的玩法，你可以去看我的美股實盤挑戰系列的第一季，累計11週。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,22,"NVDA, META, TSLA, ORCL, LNG/Oil",,,,,,,而在這11週裡，我也是變著花樣帶大家感受到了期權的魅力以及風險。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,24,"NVDA, META, TSLA, ORCL, LNG/Oil",,,,,,,但是請務必緊記阿寶的叮囑：小倉位做期權。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,26,"NVDA, META, TSLA, ORCL, LNG/Oil",,,stock,,,"97%, 3%",拿你總資產的97%做正股，3%做期權。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,35,"NVDA, META, TSLA, ORCL, LNG/Oil",,"buy, sell, take_profit, stop_loss",,,,,所以我的建議是，首先事先制定交易計劃，把要做的策略、買點、賣點、止盈、止損都先給定下來。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,38,"NVDA, META, TSLA, ORCL, LNG/Oil",,"buy, stop_loss",,,,,那麼第二點，每週覆盤記錄自己本週的交易，包括買入邏輯、止損位、預期目標和最終結果。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,58,"NVDA, META, TSLA, ORCL, LNG/Oil",,"long, short",,,,,而合約則是你可以選擇一個槓桿的倍數進行做多或者做空。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,60,"NVDA, META, TSLA, ORCL, LNG/Oil",NVDA,long,stock,,,25倍,這裡阿寶舉個例子你就明白了：假設你開了25倍合約做多NVIDIA，那麼就相當於用25倍槓桿去做多NVIDIA的股票。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,65,"NVDA, META, TSLA, ORCL, LNG/Oil",,"long, short",,,,,在下面這裡選擇做多或者做空。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,72,"NVDA, META, TSLA, ORCL, LNG/Oil",,all_in,,,,,我並沒有在說這位投稿的粉絲啊，但是阿寶發現總有個別賭狗滿倉梭哈玩期權，然後跑過來說波動太大了、承受不住怎麼辦？
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,85,"NVDA, META, TSLA, ORCL, LNG/Oil",,short,,,,,所以對應的最合適的策略，我認為是做空波動率。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,86,"NVDA, META, TSLA, ORCL, LNG/Oil",,"buy, sell, short",stock,,,,如果你是做正股的，自然你沒有辦法用期權策略做空波動率，那麼最好的策略就是在震盪區間的低點買、高點賣，做波段行情。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,103,"NVDA, META, TSLA, ORCL, LNG/Oil",,cash,,,,4%,所以抄底的第一步，現在先空倉，滿手的現金倉位可以放在國債ETF賺取一定的利息，年化利率約4%。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,109,"NVDA, META, TSLA, ORCL, LNG/Oil",,take_profit,,,,,寶哥用過最有效的止盈策略是什麼？
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,110,"NVDA, META, TSLA, ORCL, LNG/Oil",,take_profit,wheel,,,,我最喜歡最常用的止盈方式就是期權裡的車輪策略。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,111,"NVDA, META, TSLA, ORCL, LNG/Oil",,,wheel,,,,邏輯也特別簡單，車輪策略一共有三步，像車輪一樣不斷循環。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,112,"NVDA, META, TSLA, ORCL, LNG/Oil",,"sell, short","put, cash_secured_put",,,,第一步，賣出現金擔保的看跌期權。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,114,"NVDA, META, TSLA, ORCL, LNG/Oil",,"sell, short",put,,,,就是你挑一個好公司，你願意長期持有，你在低位賣出一個看跌期權，同時準備好現金。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,115,"NVDA, META, TSLA, ORCL, LNG/Oil",,buy,stock,,,,一旦股價跌到行權價，你就會被指派買入股票，這樣的買入價格比市價更便宜，而且你還能先收到一筆權利金。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,116,"NVDA, META, TSLA, ORCL, LNG/Oil",,"sell, long","call, covered_call, stock",,,,第二步，拿到股票以後，賣出備兌看漲期權。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,117,"NVDA, META, TSLA, ORCL, LNG/Oil",,"buy, sell, long","call, stock",,,,股票沒跌也好，跌下來讓你買到股票也好，你都可以用手上的股票來賣出看漲期權，從而又能收到一筆權利金。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,118,"NVDA, META, TSLA, ORCL, LNG/Oil",,sell,stock,,,,股價一旦漲到行權價，你的股票呢就會被行權賣掉，但你仍然是賺錢賣出的，還多拿了權利金。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,119,"NVDA, META, TSLA, ORCL, LNG/Oil",,"sell, short","put, cash_secured_put, stock",,,,第三步，股票賣掉後，重新開始賣現金擔保的看跌期權。
73,vrTqO9aKR9o_潜力股怎么选_怎么止盈_.md,潜力股怎么选_怎么止盈_,usable,121,"NVDA, META, TSLA, ORCL, LNG/Oil",,take_profit,wheel,,,,所以說車輪策略本質上就是一個左手撿便宜貨、右手收租金的組合拳，既能幫你止盈，又能幫你控制風險。
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,19,"CAR, ETH",,,put,,,,"On December 19th, 2025, the SDA put their money right on the table."
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,28,"CAR, ETH",,long,,,,,"As long as the logic of national security holds, the orders will keep coming."
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,33,"CAR, ETH",,short,,,,,"From a capital perspective, in the short term, SpaceX's launch business can provide stable cash flow."
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,34,"CAR, ETH",,long,,,,,"But in the long run, Starlink is truly the ceiling for SpaceX's valuation."
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,35,"CAR, ETH",,sell,,,,,"First, we need to understand that Starlink isn't selling satellites."
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,36,"CAR, ETH",,sell,,,,,It's selling connectivity.
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,38,"CAR, ETH",,sell,,,,,It doesn't make money by selling satellites.
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,39,"CAR, ETH",,sell,,,,,It makes money by selling one simple promise.
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,42,"CAR, ETH",,buy,,,,,"You buy a terminal, pay a monthly subscription fee, and you can get online in the desert, on snowy plains, on remote islands, or even in an RV."
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,63,"CAR, ETH",,long,,,,,"And this is also why governments around the world take it seriously, why the military is willing to procure it long-term, and why the capital markets give it a national security premium."
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,66,"CAR, ETH",,buy,,,,,"If I want to buy in a secondary market, who can serve as its proxy?"
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,69,"CAR, ETH",,buy,,,,,Bigger mysterious market leaders are harder to buy.
74,ycfh7LFWNWE_why I invested in the space sector.md,why I invested in the space sector,usable,77,"CAR, ETH",,buy,,,,,And there's a real issue with investors buying in at the peak.
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,8,NVDA,NVDA,buy,,35張,,買入35,在大盤穩定下來之後，我選擇在 NVIDIA 135 時買入35張132的末日期權。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,9,NVDA,,,call,94000張,140 call,,週一132拉到135的這根大陽線，讓我當時認為上漲趨勢強勁，而又因為不能帶上軌在139，且本週有94000張140 call。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,10,NVDA,,take_profit,call,,137至139,止盈區間定在137,本著做市商殺期權原則，我認定 call 在139，止盈區間定在137至139，而選擇132。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,11,NVDA,,,"call, stock",,,股價高於136.5,call 則是為了保險起見，只要股價高於136.5，那麼我就可以實現盈利。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,14,NVDA,NVDA,open,,,,,我說的是：我認為英偉達這週會有回調的可能，我會考慮在130以下入場。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,15,NVDA,,cash,,,,,如果沒有出現回調，則保持空倉。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,17,NVDA,NVDA,open,,,,,我在週一看到 NVIDIA 從132拉到135後，其實有所降低入場條件，從130提高到了132。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,18,NVDA,,open,call,,135 call,,但依然我選擇在135 call 入場。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,20,NVDA,,open,,,,,我沒有遵循原定的計劃，貿然入場，是失去了對市場的敬畏之心。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,29,NVDA,,stop_loss,,,,,那個時候的我其實已經認輸了，腦子裡面只有止損二字。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,31,NVDA,,close,,,,,在隔天的週四，由於 s decayK 大於上漲潛力，我選擇狼狽離場。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,32,NVDA,,close,,,,,那現在看來啊，選擇週四狼狽離場，或許是我這周做對的唯一一個決定。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,39,NVDA,,,,,,,說簡單也不簡單，說難也不難，其實就是期權啊。
75,yhoKiuGFfCA_美股实盘挑战4千__100万 第2周.md,美股实盘挑战4千__100万 第2周,usable,40,NVDA,,,stock,,,,那麼期權和股票同源。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,16,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,buy,"call, stock",,,"股價在120, 4000刀",我尋思著肯定力做NVIDIA，我就用這4000刀在週一買了NVIDIA 122的call，買的時候股價在120。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,18,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,buy,,,,,那麼週三呢，市場情緒特別好，很多人踏空FOMO了，追漲買入。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,21,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,"sell, take_profit, cash",,,,賣出獲利了結，資產也是來到了16000,在週四中午，NVIDIA蹦躂到了136，群裡面一堆人在那瘋狂，高喊這周目標140，而我選擇在人生鼎沸時賣出獲利了結，資產也是來到了16000，提前結束這一週，週五保持空倉。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,26,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,,,,,就說咱家這136止盈是不是很有先見之明呢？
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,30,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,"buy, sell",call,,,,實盤的交割單我就放這裡，獲利主要來源於這張NVDA 122的call，3.45買進，14.55賣出。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,32,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,cash,,,,,阿寶接下來一週的交易策略暫時是打算週一接著空倉，原因是NVIDIA這幾天連續沒有突破136，現在盤後又跌到了131。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,33,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,buy,,,,,我的判斷是沒有買方力量，下週一估計會有回撥，打算低於130之後再考慮買入。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,35,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,cash,,,,,如果沒有，就繼續保持空倉。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,36,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,cash,,,,,我知道有一些粉絲朋友們很急，空倉一天就渾身難受，但是你先別急，我們要有耐心，儘量做到寶劍出竅時，便是我們大殺四方日。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,49,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,buy,call,35張,,買入35,在大盤穩定下來之後，我選擇在NVIDIA 1350買入35張132的monthly call。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,50,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,call,94000張,140 call,,從132拉到135的這根大陽線，讓我當時認為上漲趨勢強勁，而又因為布林帶上軌在139，且本週有94000張140 call。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,51,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,本著做市商殺期權原則，我認定pressure在139。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,52,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,"call, stock",,"137至139, 132 call","止盈區間定在137, 股價高於136.5",止盈區間定在137至139，而選擇132 call則是為了保險起見，只要股價高於136.5，那麼我就可以實現盈利。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,54,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,open,,,,,我在上週的影片當中有和大家提到過我本週的計劃，我說的是我認為NVIDIA這週會有回撥的可能，我會考慮在130入場。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,55,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,cash,,,,,如果沒有出現回撥，則保持空倉，但是我卻沒有做到知行合一。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,56,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,open,,,,,我在週一看到NVIDIA從132拉到135後，其實是降低了入場條件，從130提高到了132。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,57,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,open,,,,,但依然我選擇在了135 FOMO入場。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,59,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,open,,,,,我沒有遵循原定的計劃，貿然入場，失去了對市場的敬畏之心。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,66,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,,,,止盈區間，但我卻著眼於139,明明已經達到我所製定的止盈區間，但我卻著眼於139高點，想一口吃成胖子，但我卻因此失去了唯一一次的逃路機會。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,69,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,stop_loss,,,,,那個時候的我其實已經認輸了，腦子裡面只有止損二字。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,71,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,close,,,,,在隔天的週四，由於theta decay大於上行潛力，選擇狼狽離場。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,72,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,close,,,,,那現在看來啊，選擇週四狼狽離場，或許是我這周做對的唯一一個決定。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,79,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,那麼說簡單也不簡單，說難那也不難，其實就是期權啊。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,80,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,stock,,,,那麼期權和股票同源，高收益的同時也會有更高的風險。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,86,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,cash,,,,7200刀,這週四個交易日，週二大盤高開，咱踏空了，但這次堅決不追高，所以保持空倉，手頭拿著7200刀鉅款，靜候週三NVIDIA的財報。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,91,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,long,,,,,我發現5月全部都是大漲，所以這使得我下定決心做多這次5月的財報。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,92,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,call,,,收盤前入了NVIDIA 620 ,在收盤前入了NVIDIA 620 140的call。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,96,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,long,,,,,我在過去一年裡滿倉做多了4次財報，暴跌了4次，失敗了4次，直到今天，我終於對了一次，我們永遠滿倉，永遠少年。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,99,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,財報後的IV crash直接把我的期權價格腰斬，挑戰本金直接被打回原點。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,108,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,sell,call,,,,我這個call是620到期，所以一直沒有賣。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,129,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,call,,140 call,,一直跟著阿寶的粉絲應該知道，這周阿寶的倉位一直是NVIDIA的620 140 call沒有變過。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,131,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,我認為由於上週期權數量過大，會存在做市商週五殺期權這麼一個情況。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,132,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,stock,,,,所以這周在理論上壓制在股價上面的期權壓力消失了，股價會上行。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,138,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,"sell, stop_loss, short",,,,,一賣就輕易割肉是實打實的韭菜行為，而你以為的止損不過是把帶著血的籌碼親手獻給做空者的腳下。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,184,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,call,,,,好，咱們進入正題啊，看過阿寶前幾期影片的觀眾應該都知道阿寶滿倉NVIDIA call，穩穩拿住，任憑風浪起，穩坐釣魚船。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,201,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,,,,,第一個視角，止盈位和阻力位。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,206,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,,,,,143成為了主力的出貨和止盈點位，散戶的套牢最高點。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,208,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,"sell, close, take_profit",stock,,,股價自然難以突破143,被套牢的人想拋售離場，抄底的主力會獲利了結，賣的人一多，股價自然難以突破143。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,221,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,"buy, sell",,,,,我們可以透過觀察市場上的訂單流分析買方賣方強弱，判斷哪裡有大單買入賣出，從而提前一步搶佔先機。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,223,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,sell,,,,賣出盤的訂單高達19.4,這週四，阿寶就觀測了NVIDIA的訂單流，發現在145的價位上賣出盤的訂單高達19.4萬5，遠超正常訂單的數量。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,228,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,第四個視角是期權。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,229,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,"long, short",stock,,,,NVIDIA是一個被期權價值影響的股票，有太多投資者透過持有NVIDIA期權來做多做空最終影響正股。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,230,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,stock,,,,而如果你看過阿寶之前的美股期權入門影片，你就會知道美股期權對應了100股的股票。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,231,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,stock,,,100倍,所以期權就像一個100倍的放大器，期權市場的總倉位變化很大程度決定了NVIDIA的正股股價變化。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,232,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,"call, put",,,,我們這裡可以看到，按照open interest從高到低排列，排名前九的只有一個put，8個都是call，而按照strike排列，144往上call的數量全部遠大於put。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,234,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,阿寶在這裡教你期權裡有兩大原則。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,235,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,第一原則是做市商殺期權原則。
76,z6ri_AXw1UU_我是如何从4千做到100万的.md,AXw1UU_我是如何从4千做到100万的,usable,236,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,buy,,,,,open interest最高的幾個期權，說明買的人最多，往往最後傾向於歸零變成廢紙。
